,X,article.id,Keep,timestamp,coder,journal,year,jpsp.section,first.author,affiliation,specialization,citation,type,citations.number,study.number,sample.size,excluded.participants,expcor,design,conditions.number,predictors.number,dv.number,which.statistical.test,copied.statistic,df.numerator,df.denominator,test.statistic,p.exact,p.exact.value,drop.column,null.predicted,sigtests.number.reported,sigtests.number.significant,total.num.studies,effect.size.reported,effect.size,footnotes.number,additional.analyses,covariates.number,coding.difficulty,comments
100,100,37,1,6/15/2015 11:53,Coder7,PSPB,2003,,Johnson,University of North Carolina at Wilmington,Social / Personality,"Johnson, J. D., Simmons, C., Trawalter, S., Ferguson, T., & Reed, W. (2003). Variation in Black anti-White bias and target distancing cues: Factors that influence perceptions of “ambiguously racist” behavior. Personality and Social Psychology Bulletin, 29(5), 609-622.","Original Research (i.e., any study with data that is NOT a meta-analysis)",23,3,143,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,12,3,4,ANOVA (F),"F(2, 131) = 5.32, p < .01",2,131,5.32,No,,,,33,23,3,0,,0,No,0,Slightly Easy,
109,109,43,1,6/15/2015 13:13,Coder7,Psych Science,2013,,Wagner,Dartmouth College,Social / Personality,"Wagner, D. D., Altman, M., Boswell, R. G., Kelley, W. M., & Heatherton, T. F. (2013). Self-regulatory depletion enhances neural responses to rewards and impairs top-down control. Psychological science, 0956797613492985.","Original Research (i.e., any study with data that is NOT a meta-analysis)",21,1,33,2,"Experimental (i.e., all IVs were manipulated)",Between,2,1,2,t-test (t),"t(29) = 2.20, p = .036",,29,2.2,Yes,0.036,,,36,30,1,0,,0,Yes,3,Slightly Difficult,"This paper reported an fMRI study. Though they reported many significant results, they also mentioned taking steps to help control for multiple comparisons. For many of their tests (especially when reporting results for large numbers of brain regions in tables), they also mentioned only including the results for the significant tests. "
105,105,40,1,6/15/2015 12:23,Coder7,JESP,2014,,Wieber,"Department of Psychology, University of Konstanz, Germany",Social / Personality,"Wieber, F., Gollwitzer, P. M., & Sheeran, P. (2014). Strategic regulation of mimicry effects by implementation intentions. Journal of Experimental Social Psychology, 53, 31-39.","Original Research (i.e., any study with data that is NOT a meta-analysis)",2,1,115,0,"Experimental (i.e., all IVs were manipulated)",Between,6,2,1,ANOVA (F),"F(2, 108) = 10.35, p < .001",2,108,10.35,No,,,,39,5,2,1,partial eta-squared = .161,0,No,1,Moderately Easy,"29 of the 34 non-significant results the authors reported were predicted to be non-significant (e.g., the authors ruled out various alternative explanations by showing that participants didn't differ as a function of experimental condition on those measures). "
106,106,40,1,6/15/2015 12:33,Coder7,JESP,2014,,Wieber,"Department of Psychology, University of Konstanz, Germany",Social / Personality,"Wieber, F., Gollwitzer, P. M., & Sheeran, P. (2014). Strategic regulation of mimicry effects by implementation intentions. Journal of Experimental Social Psychology, 53, 31-39.","Original Research (i.e., any study with data that is NOT a meta-analysis)",2,2,84,0,"Experimental (i.e., all IVs were manipulated)",Between,4,2,1,ANOVA (F),"F(1, 80) = 4.31, p = .041",1,80,4.31,Yes,0.041,,,10,3,2,1,partial eta-squared = .051,0,No,0,Moderately Easy,3 of the 7 non-significant effects were predicted to be NS (similar to the first study in this paper).
1497,1497,634,1,8/11/2015 15:10,Coder1,Psych Science,2004,,Anderson,Carnegie Mellon University,Cognitive,"Anderson, J. R., Bothell, D., & Douglass, S. (2004). Eye Movements Do Not Reflect Retrieval Processes Limits of the Eye-Mind Hypothesis. Psychological Science, 15(4), 225-231.","Original Research (i.e., any study with data that is NOT a meta-analysis)",55,1,34,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,4,4,ANOVA (F),"F(1,33)=2.14, p>.1",1,33,2.14,No,,,Yes,5,3,1,1,MSE = .573,0,No,3,Moderately Difficult,
1506,1506,661,1,8/11/2015 16:29,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,1a,796,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,6,Chi Square (X),"X(24,N=337)=62.18, p=.001",,24,62.18,Yes,0.001,,No,20,13,8,1,comparative fit index =.98,0,No,0,Slightly Difficult,
1511,1511,661,1,8/11/2015 16:46,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,1b,1182,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,3,Multiple Regression (t -- for individual predictor),"beta = -.18, p<0.05, R-squared = .02",,,,No,,,No,25,13,8,1,r-squared = .02,0,No,10,Moderately Difficult,These first few studies are just confirming the validity of the scale they'll be using in future studies. 
1512,1512,661,1,8/11/2015 16:49,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,1c,138,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,1,None,,,,,NA,,,,0,0,8,0,NA,0,No,0,Very Easy,Just testing the test-retest validity of their scale. 
1515,1515,661,1,8/11/2015 16:56,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,2a,76,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,4,Multiple Regression (t -- for individual predictor),"beta =.25, p=.03, r-squared = .04",,,,Yes,0.03,,No,4,2,8,1,r-squared = .04,0,No,0,Moderately Easy,"Again, just testing the validity of their scale. "
1517,1517,661,1,8/11/2015 17:09,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,2b,234,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,4,Multiple Regression (t -- for individual predictor),"beta = .18, p=.002, r-squared = .02",,,,Yes,0.002,,No,4,3,8,0,NA,0,No,1,Slightly Easy,
1520,1520,661,1,8/11/2015 17:16,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,3,155,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,2,2,t-test (t),"beta = -112.39, t=-3.35, p=.00",,,-3.35,No,,,No,5,4,8,1,beta = -112.39,0,No,0,Moderately Easy,
1524,1524,661,1,8/11/2015 17:25,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,4,119,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,1,Multiple Regression (t -- for individual predictor),"X(1, N=119)=21.51, p<.001",,1,21.51,No,,,No,4,3,8,1,beta = .21,0,No,0,Moderately Easy,
1526,1526,661,1,8/11/2015 17:30,Coder1,JPSP,2014,Personality Processes and Individual Differences,Belanger,Universite du Quebe a Montreal,Social / Personality,"Bélanger, J. J., Caouette, J., Sharvit, K., & Dugas, M. (2014). The psychology of martyrdom: Making the ultimate sacrifice in the name of a cause. Journal of personality and social psychology, 107(3), 494.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,5,281,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,5,2,logistic regression,"EXP(B)=1.52, p<.01",,,,No,,,No,18,11,8,1,beta = .42,0,No,0,Moderately Easy,
1337,1337,548,1,8/10/2015 13:26,Coder1,Psych Science,2003,,Bertelson,Universite libre de Bruxelles,Cognitive,"Bertelson, P., Vroomen, J., & De Gelder, B. (2003). Visual recalibration of auditory speech identification a mcgurk aftereffect. Psychological Science, 14(6), 592-597.","Original Research (i.e., any study with data that is NOT a meta-analysis)",117,2,10,0,"Experimental (i.e., all IVs were manipulated)",Within,,3,2,ANOVA (F),"F(1,18)=51.1, p<.001",1,18,51.1,No,,,No,5,5,2,0,NA,0,No,0,Neither Difficult nor Easy,
1332,1332,548,1,8/10/2015 13:13,Coder1,Psych Science,2003,,Bertelson,Universite libre de Bruxelles,Cognitive,"Bertelson, P., Vroomen, J., & De Gelder, B. (2003). Visual recalibration of auditory speech identification a mcgurk aftereffect. Psychological Science, 14(6), 592-597.","Original Research (i.e., any study with data that is NOT a meta-analysis)",117,1,11,0,"Experimental (i.e., all IVs were manipulated)",Within,,2,2,ANOVA (F),"F(2,20)=11.0, p<0.001",2,20,11,No,,,No,4,4,2,0,NA,0,No,0,Slightly Easy,
1544,1544,676,1,8/11/2015 18:45,Coder1,Psych Science,2013,,Boksem,Erasmus University,Marketing,"Boksem, M. A., Mehta, P. H., Van den Bergh, B., van Son, V., Trautmann, S. T., Roelofs, K., ... & Sanfey, A. G. (2013). Testosterone inhibits trust but promotes reciprocity. Psychological science, 0956797613495063.","Original Research (i.e., any study with data that is NOT a meta-analysis)",19,1,54,0,"Correlational (i.e., IVs were measured and not manipulated)",Within,2,1,5,ANOVA (F),"F(1,46)=6.56, p<.05",1,46,6.56,No,,,No,7,5,1,1,r-squared =.21,0,No,0,Neither Difficult nor Easy,
257,257,100,1,6/25/2015 10:30,Coder1,Psych Science,2013,,Brady,Harvard University,Cognitive,"Brady, T. F., Konkle, T., Gill, J., Oliva, A., & Alvarez, G. A. (2013). Visual long-term memory has the same limit on fidelity as visual working memory. Psychological science, 24(6), 981-990.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,1a,5,0,"Experimental (i.e., all IVs were manipulated)",Within,1,1,4,t-test (t),"t(4)=-0.81, p=0.46",,4,-0.81,Yes,0.46,,No,3,2,3,0,NA,0,No,1,Moderately Easy,
258,258,100,1,6/25/2015 10:32,Coder1,Psych Science,2013,,Brady,Harvard University,Cognitive,"Brady, T. F., Konkle, T., Gill, J., Oliva, A., & Alvarez, G. A. (2013). Visual long-term memory has the same limit on fidelity as visual working memory. Psychological science, 24(6), 981-990.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,1b,9,0,"Experimental (i.e., all IVs were manipulated)",Within,1,1,4,t-test (t),"t(8)=1.0, p=0.33",,8,1,Yes,0.33,,No,3,0,3,0,NA,0,No,0,Very Easy,
259,259,100,1,6/25/2015 10:42,Coder1,Psych Science,2013,,Brady,Harvard University,Cognitive,"Brady, T. F., Konkle, T., Gill, J., Oliva, A., & Alvarez, G. A. (2013). Visual long-term memory has the same limit on fidelity as visual working memory. Psychological science, 24(6), 981-990.","Original Research (i.e., any study with data that is NOT a meta-analysis)",13,2,6,0,"Experimental (i.e., all IVs were manipulated)",Within,1,2,4,t-test (t),"t(5)=2.96, p=0.03",,5,2.96,Yes,0.03,,No,3,2,3,0,NA,0,Yes,1,Moderately Easy,
346,346,198,1,7/8/2015 13:59,Coder1,Psych Science,2003,,Bressan,Universita di Padova,Cognitive,"Bressan, P., Garlaschelli, L., & Barracano, M. (2003). Antigravity hills are visual illusions. Psychological Science, 14(5), 441-449.","Original Research (i.e., any study with data that is NOT a meta-analysis)",50,1,60,0,"Experimental (i.e., all IVs were manipulated)",Mixed,1,1,1,None reported,,,,,NA,,,No,0,,4,0,,0,No,0,Very Easy,No significance tests given. 
347,347,198,1,7/8/2015 14:07,Coder1,Psych Science,2003,,Bressan,Universitat Pompeu Fabra,Cognitive,"Bressan, P., Garlaschelli, L., & Barracano, M. (2003). Antigravity hills are visual illusions. Psychological Science, 14(5), 441-449.","Original Research (i.e., any study with data that is NOT a meta-analysis)",50,2,8,0,"Experimental (i.e., all IVs were manipulated)",Within,1,2,1,Chi Square (X),"X(3,8)=16.9, p=0.0007",3,3,16.9,Yes,0.0007,,No,1,1,4,0,NA,0,No,0,Very Easy,
348,348,198,1,7/8/2015 14:13,Coder1,Psych Science,2003,,Bressan,Universitat Pompeu Fabra,Cognitive,"Bressan, P., Garlaschelli, L., & Barracano, M. (2003). Antigravity hills are visual illusions. Psychological Science, 14(5), 441-449.","Original Research (i.e., any study with data that is NOT a meta-analysis)",50,3,8,0,"Experimental (i.e., all IVs were manipulated)",Within,1,1,1,None reported,,,,,NA,,,No,0,,4,0,,0,No,0,Very Easy,"Once again, no statistical tests. Just graphs with error bars. "
349,349,198,1,7/8/2015 14:16,Coder1,Psych Science,2003,,Bressan,Universitat Pompeu Fabra,Cognitive,"Bressan, P., Garlaschelli, L., & Barracano, M. (2003). Antigravity hills are visual illusions. Psychological Science, 14(5), 441-449.","Original Research (i.e., any study with data that is NOT a meta-analysis)",50,4,24,0,"Experimental (i.e., all IVs were manipulated)",Within,1,1,1,Chi Square (X),"X(2, N=24)=14.15, p=0.0008",,2,14.15,Yes,0.0008,,No,1,1,4,0,NA,0,No,0,Very Easy,
1304,1304,524,1,8/10/2015 11:47,Coder1,JESP,2013,,Bullens,University of Amsterdam,Social / Personality,"Bullens, L., van Harreveld, F., F�rster, J., & van der Pligt, J. (2013). Reversible decisions: The grass isn't merely greener on the other side; it's also very brown over here. Journal of Experimental Social Psychology, 49(6), 1093-1099.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,1,51,1,"Experimental (i.e., all IVs were manipulated)",Between,2,1,1,ANOVA (F),"F(1,48)=4.02, p=0.051",1,48,4.02,Yes,0.051,,No,2,1,3,0,NA,0,No,0,Moderately Easy,
1306,1306,524,1,8/10/2015 11:53,Coder1,JESP,2013,,Bullens,University of Amsterdam,Social / Personality,"Bullens, L., van Harreveld, F., F�rster, J., & van der Pligt, J. (2013). Reversible decisions: The grass isn't merely greener on the other side; it's also very brown over here. Journal of Experimental Social Psychology, 49(6), 1093-1099.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,2,69,1,"Experimental (i.e., all IVs were manipulated)",Between,2,2,2,ANOVA (F),"F(1,66)=3.86, p=.054",1,66,3.86,Yes,0.054,,No,4,0,3,0,NA,1,No,0,Moderately Easy,
1308,1308,524,1,8/10/2015 11:59,Coder1,JESP,2013,,Bullens,University of Amsterdam,Social / Personality,"Bullens, L., van Harreveld, F., F�rster, J., & van der Pligt, J. (2013). Reversible decisions: The grass isn't merely greener on the other side; it's also very brown over here. Journal of Experimental Social Psychology, 49(6), 1093-1099.","Original Research (i.e., any study with data that is NOT a meta-analysis)",4,3,61,5,"Experimental (i.e., all IVs were manipulated)",Between,2,1,3,ANOVA (F),"F(1,54)=6.69, p=.012",1,54,6.69,Yes,0.012,,No,5,7,3,0,NA,1,No,0,Slightly Easy,
101,101,39,1,6/15/2015 12:02,Coder1,PSPB,2014,,Burrow,Cornell University,Developmental,"Burrow, A. L., Stanley, M., Sumner, R., & Hill, P. L. (2014). Purpose in Life as a Resource for Increasing Comfort With Ethnic Diversity. Personality and Social Psychology Bulletin, 40(11), 1507-1516.","Original Research (i.e., any study with data that is NOT a meta-analysis)",0,1,274,69,"Correlational (i.e., IVs were measured and not manipulated)",Within,1,1,1,Multiple Regression (t -- for individual predictor),"F(10,199)=9.86, p<0.001",10,199,9.86,No,,,,1,1,3,1,beta=0.20,1,No,8,Moderately Easy,
